Date,Open,High,Low,Close,Adj Close,Volume,Stock,Country
2012-12-31,54.04999923706055,54.20000076293945,53.7400016784668,53.900001525878906,46.03248596191406,343656.0,CSL.AX,AUS
2013-12-31,69.16999816894531,69.25,68.55000305175781,68.95999908447266,59.8873291015625,262892.0,CSL.AX,AUS
2014-12-31,87.5,87.91000366210938,86.55000305175781,86.68000030517578,76.57373046875,313887.0,CSL.AX,AUS
2015-12-31,106.5,107.0,105.30999755859375,105.30999755859375,94.72966766357422,490601.0,CSL.AX,AUS
2016-12-31,99.5999984741211,100.83999633789062,99.33000183105469,100.41000366210938,91.86563110351562,481916.0,CSL.AX,AUS
2017-12-31,140.8000030517578,141.67999267578125,140.0,141.3000030517578,131.05572509765625,411039.0,CSL.AX,AUS
2018-12-31,188.0,188.5,185.16000366210938,185.16000366210938,173.82928466796875,411394.0,CSL.AX,AUS
2019-12-31,279.7900085449219,280.2799987792969,275.1499938964844,275.760009765625,262.0541687011719,549081.0,CSL.AX,AUS
2020-12-31,286.0199890136719,286.760009765625,283.17999267578125,283.17999267578125,271.814453125,401478.0,CSL.AX,AUS
2010-12-31,85.4000015258789,86.05000305175781,85.30000305175781,85.47000122070312,48.856544494628906,937603.0,RIO.AX,AUS
2011-12-31,60.779998779296875,60.79999923706055,60.25,60.29999923706055,34.970680236816406,1023979.0,RIO.AX,AUS
2012-12-31,66.1500015258789,66.19999694824219,65.73999786376953,66.01000213623047,39.23994064331055,642542.0,RIO.AX,AUS
2013-12-31,68.05000305175781,68.19999694824219,67.76000213623047,68.18000030517578,41.742557525634766,929552.0,RIO.AX,AUS
2014-12-31,58.099998474121094,58.75,57.7400016784668,58.0,36.72835159301758,1002093.0,RIO.AX,AUS
2015-12-31,44.650001525878906,44.91999816894531,44.20000076293945,44.709999084472656,29.787620544433594,824789.0,RIO.AX,AUS
2016-12-31,60.38999938964844,60.70000076293945,59.900001525878906,59.900001525878906,41.802978515625,710680.0,RIO.AX,AUS
2017-12-31,75.25,76.02999877929688,75.16999816894531,75.80999755859375,55.33134841918945,1709651.0,RIO.AX,AUS
2018-12-31,78.16999816894531,79.19000244140625,77.9000015258789,78.47000122070312,60.26604461669922,1014963.0,RIO.AX,AUS
2019-12-31,100.5,101.37000274658203,100.4000015258789,100.4000015258789,80.70696258544922,814010.0,RIO.AX,AUS
2020-12-31,115.79000091552734,116.08000183105469,113.83000183105469,113.83000183105469,97.2261962890625,436481.0,RIO.AX,AUS
2010-12-31,50.92409133911133,51.142906188964844,50.49641036987305,50.49641036987305,25.62565803527832,1275786.0,CBA.AX,AUS
2011-12-31,49.18352127075195,49.31282424926758,48.775733947753906,48.95476150512695,26.47794532775879,1214294.0,CBA.AX,AUS
2012-12-31,61.675838470458984,62.17314529418945,61.645999908447266,61.84492492675781,35.622013092041016,1532392.0,CBA.AX,AUS
